nn_parameters_nonrobustiToffoli,nn_parameters_OuterX,nn_parameters_middleX,nn_parameters_robustiToffoli,nn_parameters_robustiCZ
0.4451672611,-0.03723289833,0.2924440988,0.3220367044,0.3203943
0.6014727705,-0.02644310401,0.2648694115,0.4908742789,-1.38613
-0.2716262859,0.2157121544,-0.1621088851,0.1744894376,0.7334418
-0.2072495936,0.1024451172,-0.1765811586,-0.5665879156,-0.36581594
0.005609605073,-0.08037661004,-0.2532394252,0.5198951455,22.518282
0.4096663119,0.04686746073,-0.123696011,-0.08399900857,-0.9906457
0.04798357912,0.2739668409,-0.02239695391,-0.8688423393,0.39766923
0.02211456354,0.2896929199,-0.1708208443,-0.4410991629,-1.777734
-0.4236257637,0.2885018858,-0.2314265456,-0.32597879,0.7923137
-0.08819113796,0.1651366239,0.2184508562,0.5284467268,-0.36148065
-0.02663747616,-0.2464618864,0.1673841661,0.3126391341,-0.09023413
0.4504069052,0.2885557199,-0.0623197493,-0.2059012949,-0.01590988
0.3069619423,-0.06847986086,-0.413455673,-0.4824375576,0.92834085
0.13295175,-0.1026723117,0.2602373641,-0.1639939988,-0.22366455
-0.09181868696,-0.1199739942,0.091565279,-0.5433278948,1.1902347
0.08924971755,-0.09250618993,-0.06525801279,-0.4761667768,0.5226409
0.4490315188,-0.06431764511,0.5193452892,-0.04641107755,0.3569402
-0.01357855071,-0.3882407556,-0.08080828437,-0.002682713595,0.05873724
-0.04369596153,-0.2832260228,-0.1462410415,-0.05291529698,0.18363394
-0.2426292987,0.2534276654,-0.09251072658,-0.1052831503,0.44795877
-0.07415752476,-0.3038201051,-0.2864583408,0.2904345794,0.17763656
-0.06231474125,-0.1521562211,0.05212210268,-0.1631498607,0.65962774
0.03883907406,-0.04985320108,-0.1831744979,-0.3152871294,-0.409305
0.3862043808,0.1288448693,0.2312120803,0.4126504871,-0.04637979
0.6990645149,-0.1844926671,-0.07117291298,0.167254204,0.3434382
0.4274853232,0.3379700846,0.06163431117,0.08893283165,-0.83355254
-0.03965213015,0.2270071422,0.2652033234,0.5102876973,-0.29949316
0.189910191,-0.0403001203,-0.3265743446,-1.028645783,0.056193244
-0.2361045588,0.2981604567,-1.275823172,-0.04260504704,0.25789446
0.5002667494,-0.2268500629,0.02911855538,-0.2351906701,0.0054292134
-0.2833160268,-0.2997627713,-0.3952246589,0.04561254502,0.4921001
1.039316659,-0.3177283883,-0.4562166127,-0.009755775558,-0.3309143
0.02925472034,0.1201922251,-0.1631237087,0.04145036446,-0.21409957
0.5348948953,-0.08440014673,0.02225759113,-0.08530920232,-0.20459625
-0.2827883991,-0.1273138583,0.3312005865,-0.05165310074,0.2779004
-0.09501493645,0.09321004766,-0.2283139316,0.1245168026,0.049851943
0.3539033864,0.02673554117,-0.1625654353,0.3575276662,-0.9629369
-0.3854518941,-0.007650070732,0.295834758,0.04725608726,0.7828282
0.1144742303,-0.1056317813,0.3479537726,0.4633561202,-0.026742326
0.02642750502,-0.2795135274,-0.011640428,-0.5476866729,0.5120959
-0.04339355942,-0.08531993569,-0.258013673,-0.195828343,-0.2440407
0.08231443268,0.2828736634,0.4742574357,-0.003818638528,0.27904913
0.511740493,0.1479915574,-0.03806432811,-0.06140987406,-0.12858632
