nn_parameters_nonrobustiToffoli,nn_parameters_OuterX,nn_parameters_middleX,nn_parameters_robustiToffoli,nn_parameters_robustiCZ
0.1956890467,0.209415846,-0.1490248247,-0.8416942303,0.4888353
-0.03074396821,-0.309316056,-0.4484711425,0.1310889769,-0.16831028
-0.2126821722,0.2551441246,0.1222578662,-1.066553953,-0.50925785
-0.1602443375,0.1446687057,0.3565564124,-0.01728979059,-0.296493
-0.3566333233,0.1171364346,-0.08491919416,0.00747373447,0.13151138
-0.4020151635,-0.2481956205,0.6623644346,0.1837639178,-0.66444296
-0.1927764261,-0.005397512123,0.0986701909,0.5127287352,0.21728966
0.265564732,-0.04674496679,0.255637215,-0.05345214053,0.0015009138
0.02167225889,0.155172077,0.3489152908,0.9652072026,-0.37552983
-0.2411572569,0.04705940772,0.1362170216,0.03491634108,0.13450435
0.5204069612,0.2876347543,0.09512997423,0.2244397939,-0.20487401
0.2513009289,-0.1888355719,0.002922793421,-0.5774631541,-0.120106995
-0.4242123054,-0.07945764179,-0.1828218485,0.2084883495,-0.9816739
-0.3969030059,-0.1831567591,-0.161019805,0.8473900433,0.21407773
-0.3541270261,-0.2177255242,0.2859210011,0.4478440513,1.1761823
0.2359241681,0.006638201691,0.1878886549,0.5205544926,0.39181295
0.3450756382,-0.0484000685,-0.1784774832,-0.8015913441,0.2754208
0.318372144,-0.3052256513,-1.113498832,-0.2741487254,-0.07371048
0.04363648125,0.2704964736,0.4576070353,0.322433243,-0.010817209
-0.08844172455,0.1156180513,-0.2749054049,0.07998442571,-1.3047101
-0.5515352336,-0.003313049789,-0.4078276971,-0.2664935737,0.48891985
0.4590416863,0.3052253328,0.02290909321,0.2600175148,0.39806166
-0.1883969711,0.3065816892,0.1557397856,0.3271664384,-0.54400253
0.2598898584,-0.101389538,0.3100092209,0.1118052091,-0.15542123
0.03720269257,0.2566138383,0.03098059333,-0.3411392767,0.28720766
-0.0978482107,-0.2120792973,0.1057668594,0.4423308231,4.1468525
-0.03448651368,-0.05046129545,0.1272154946,-0.01032439389,-0.5101615
0.214266299,-0.02387678731,-0.08249410861,-0.4370141419,0.10706207
-0.0793289195,0.1680388002,-0.06393618704,-0.1588833821,-2.217582
0.006538348752,0.1336667618,-0.0750728121,-0.510520561,0.008942708
0.1059448476,-0.0757291396,0.2349603796,0.5836923537,0.06877159
-0.341523974,-0.05491722031,-0.2764849936,0.4510508708,0.8525859
0.3405725396,0.07933275723,-0.05304099888,-0.1793532252,-0.45363688
-0.1478038072,0.2158773731,0.1663600178,-0.3092213614,0.0039009028
0.1434971053,-0.1182028196,-0.1181974868,-0.6791479262,0.10562382
0.3525533984,-0.05914269863,-0.05937913059,-0.5412322861,0.39051035
0.2259028372,-0.2438873569,0.1936929312,-0.676319517,0.10600557
0.1263923701,0.1292881358,0.239824747,0.2787789742,0.6975479
-0.08393684139,0.09960419891,0.09298115022,0.3390424888,0.30828
-0.003157491836,-0.268835337,0.2154235511,-0.05241122088,0.56637865
-0.08584555177,0.2390758791,0.1797266184,0.7968449216,0.28490746
0.2030642493,0.1522620364,0.06170324057,-0.2218306117,0.33948928
-0.2401982751,0.2502427718,0.1326338005,0.07468566377,0.964746
0.08808223952,0.2278871226,-0.1485962126,-0.417417592,-0.29070866
-0.5612153533,0.1088959319,-0.1455957735,0.7126552608,-0.25944787
-0.4124993698,-0.194293149,0.2193209861,0.8312976882,0.24646917
0.06506314562,0.2096324391,-0.01852342624,0.4420181411,-0.9237714
-0.2342084748,0.05584509208,-0.02716244453,0.2351141539,-0.40422007
-0.4060286376,0.05526879648,-0.07943738985,-1.020178466,0.5925399
-0.4095932427,-0.07582012953,-0.007393564423,-0.2323408395,0.48830512
0.04992853217,0.06392368803,-0.2509149868,0.4002172605,0.71305215
-0.3514121479,0.02595908146,0.1562602215,0.03585792273,0.74220985
-0.6929981219,-0.04728497075,-0.02953156682,-0.6038950704,-0.18399791
-0.6132367941,0.1142805283,-0.168388739,0.4747018817,0.08545444
-0.3040469291,0.1027148625,-0.1199859381,0.2202052152,0.14514084
-0.3395946386,0.2312973123,-0.1119977331,0.1679020405,0.6270593
-0.03972968143,-0.04405952867,0.3330511838,-0.06688488943,-0.8569622
0.2863876327,-0.1501939386,-0.2099394991,0.4686583317,3.1595232
-0.498768052,0.2467000476,-0.3003926293,0.01959356843,1.0211669
-0.004182123699,0.3197546436,-0.2869462516,-0.5107279307,0.27669775
-0.1026375013,-0.09714083354,0.2143321182,-0.5883231346,1.6469688
0.1637146392,0.06452943242,0.3190513993,-0.3129190166,0.086022444
0.3531869647,0.0239419453,-0.09873307443,0.6945472445,0.0535981
0.2669674591,-0.09737191898,0.2566515432,0.1870981904,-0.32294863
-0.1358205636,0.08031896233,-0.073424757,-0.7223928726,0.40977842
-0.1590628981,0.08028198724,-0.2595599085,-0.6402290439,0.29174256
-0.1955945582,0.1322616757,-0.04574322895,-0.5740414767,-0.6437818
0.348769363,-0.01361190734,-0.00176608473,-0.03007287516,-1.1172572
0.09970586613,0.100712551,-0.2327313957,-0.6903161138,-0.07403741
-0.07634146071,-0.001168587376,0.3161948787,0.5064188013,-0.036398605
-0.2769144934,-0.1025138643,0.2544311304,0.135824412,0.5914494
0.07099436334,0.1311604227,0.06774821995,-0.4152057211,-0.1526296
0.130820222,-0.1396169067,0.3100977445,0.5599014479,0.31255376
-0.1997221709,0.2138163277,-0.2063483082,-0.173933487,-0.15233998
-0.06023109834,0.2655372922,-0.1827143454,0.1626400853,-0.024359383
0.1484444285,0.02996109124,-0.4409560779,-0.617482032,-0.70768654
-0.3221499801,-0.1263834602,0.2309084454,0.06098770358,0.13813661
-0.5643186326,-0.08249457905,0.04274939201,0.8842516946,-0.040171813
-0.1383026989,-0.04357125213,-0.2865271578,-0.02006559559,-0.24382985
0.1497896669,0.2206886141,0.1741311133,0.07400714778,-0.2700015
-0.01074706666,0.1865836786,0.2310847913,-0.09681158122,0.14989887
-0.1609861443,-0.078860879,-0.8272937488,-0.2296939899,0.18892361
-0.3114046192,0.1638257162,0.04610977558,0.05480351342,-0.13671902
-0.1303472576,-0.1500651543,-0.3697742327,0.02698849952,0.3880064
-0.6407862113,-0.2419372364,-0.01961525162,-0.628234017,0.040533297
-0.223221333,-0.0635442434,-0.1604811336,0.3207427849,-0.14557125
-0.3040015319,0.08303827395,-0.1029417262,0.5064886812,0.4921058
0.2967891588,-0.01611444535,0.1014664925,0.3906140715,-0.5046383
0.07865243229,0.2053848111,-0.2621771467,-0.4320087976,0.8807985
0.06072123614,0.08186077459,0.2810256959,-0.07471928346,-7.597728
-0.08058442775,-0.07731126573,0.1122775621,-0.3532261134,0.12692209
-0.08478150731,0.1951949035,0.3162576711,-0.6875679305,-0.40202755
-0.2526546057,0.06267509729,0.0167944604,-0.2696387127,-0.51512915
-0.06322274719,-0.05447836133,-0.02549318241,-0.4465092468,-0.29307732
0.1503206711,0.01165179817,-0.08308999128,0.3056072603,0.35939708
-0.2354689328,-0.05233167336,0.03190908154,0.02043481853,0.31632853
0.109773123,-0.1036027347,0.138775676,0.1377889624,-0.34969637
-0.02494756206,0.3575370272,-0.1772551782,-0.6101730815,-0.69562066
0.02031093962,-0.2098781326,0.1479983355,0.1028333961,-0.14580452
0.2857075971,0.2607794915,0.2795909031,-0.4077233217,0.29457563
-0.2304647667,0.08194063701,-0.1352410832,-0.6431664879,-0.022184275
0.3455372422,0.1125162865,0.6100128266,-0.1500926575,0.20294923
-0.004808838024,-0.01942173699,-0.1019079585,0.1194641432,0.50474167
0.2718684225,-0.1707451288,0.2819037747,-0.08438778379,-0.23244509
-0.5840421439,0.433595278,0.3180559804,-0.0832534148,0.10322903
-0.02149248178,-0.07025130018,-0.382418551,0.2034271503,0.9745119
-0.4206644636,0.3039114805,-0.2314505886,-0.3362097147,0.678999
-0.3160578058,-0.1528067111,-0.2469515717,-0.6478425919,-0.4562954
-0.2873076005,0.1201970476,-0.0694215644,0.332555743,0.7939488
-0.1631257805,0.1776293815,-0.2247965747,0.4262227171,0.33720863
0.4484459863,0.1444888246,0.2199109039,0.3633891006,-1.2399886
-0.5511054425,0.1979273331,0.160487387,0.3048526965,-0.21832955
-0.6920778487,0.1318329412,-0.1277736131,-1.104877697,0.18545866
-0.2592995304,0.3874229001,-1.297120347,0.1679457397,0.2237752
-0.1248259431,-0.2150103041,0.3119377643,-0.00423316453,0.57567525
-0.4640566535,0.1499642075,-0.1712039249,0.1409038527,0.72382265
-0.2711847439,-0.1162391332,-0.2877710738,-0.2569330599,-0.48684424
-0.8607644261,-0.2593409403,0.0263388437,0.3690446545,-0.060950078
-0.6660271962,-0.2607153525,0.1288170379,-0.0304645586,0.13192287
-0.3490644464,0.1028298989,-0.1903915698,-0.0389962856,-0.06339419
0.3515483054,0.2408057183,0.219536305,-0.1470786094,0.20585284
-0.06238249493,0.1301997263,-0.02899399308,-0.1419855265,-10.898583
-0.6082832113,0.3422748476,-0.000126757545,-0.2515642671,0.72119945
-0.6858874304,0.001831325293,0.2165739653,0.1673110526,-0.20174748
-0.5781369185,0.01476255278,0.2784646483,-0.2066727342,0.6752828
0.2903196247,-0.05377481534,0.2519847579,0.01560486543,-0.7037255
0.4553922649,0.2308074717,-0.006295283621,0.1230840855,0.20687707
-0.03858202223,-0.191436658,-0.03119447137,0.1832554947,-0.14468652
-0.5763353932,0.2823291399,-0.07142190242,-0.7275809427,0.25549823
-0.5417365894,-0.2665547007,-0.1234119748,-0.3861051116,-0.50251067
-0.09318890179,0.05239013043,-0.2478582832,-0.7247101489,-0.10213062
-0.03449909797,-0.28460426,0.3989948323,-0.1594533894,-0.8461301
0.275232776,-0.04796174801,0.1647534555,0.09328229793,-0.48917726
0.09977606089,-0.2413482734,-0.4463701451,0.2829941064,-0.113787025
0.2733221657,0.1848641794,0.2247459686,0.3049928714,-0.058561586
0.04752387218,0.09387559163,0.1864803761,0.09078263863,-0.74499524
-0.07795732365,-0.1139747171,-0.06983777449,1.006836326,-0.35341886
0.1612929503,-0.225526444,0.1695279201,-0.4713187887,-0.49078298
0.1346807523,0.09682546174,-0.2409593288,-0.09735556315,-0.6657177
-0.275438612,-0.3159677011,0.3553038514,-0.8862762295,0.0014986806
-0.3713728176,-0.1995669522,-0.191535342,0.3178984609,0.86168545
-0.4855879792,-0.331449849,0.09030431047,0.8429488858,-0.89547247
0.3468411739,0.3245365898,0.0768112431,0.4445848107,-0.12809107
-0.356824112,0.1581618952,-0.01084806679,0.1589491641,0.07786903
-0.1987822642,-0.1390117346,0.2624697536,-0.7880607561,-0.65565974
-0.4678427567,0.3056768113,0.463337311,-0.3511202405,-0.34082347
-0.07589646172,-0.2167341125,-0.07170686373,0.3586742479,-0.28537092
-0.2000112815,-0.3586114646,0.07648447173,-0.2957924868,0.7577594
-0.3645446304,0.0879111894,0.2091619731,-0.481144125,-0.03162364
-0.2333993208,-0.3117271982,0.01390495973,-0.0094354391,-0.13899945
-0.2302824355,-0.2788198767,-0.09138252521,0.6745275721,0.3312919
-0.1598368878,-0.04073349709,-0.3287987904,0.08829699738,-0.58006835
0.006220876961,0.003239138549,0.2315952392,-0.3242517696,0.41254497
0.2642222827,-0.1593964711,-0.2481124102,0.4706951169,-8.121026
-0.3679065557,0.1444385614,0.0205243379,-0.4018916546,-0.1437709
-0.001535709808,-0.1394444602,-0.2393659836,-0.6974036607,0.006600482
-0.5068766481,-0.01903571935,-0.3733762297,-0.5070160065,1.245992
0.4962636436,0.2315404157,0.1221814739,-0.5237619732,0.12574632
0.09870979245,0.34885817,-0.287502684,0.8150654226,-0.413368
0.1444648857,0.135851076,-0.1459824079,0.4574956617,-0.71993434
-0.3537911608,0.2718010658,-0.2049577837,-0.3689536546,-0.09464033
-0.4831560347,-0.1952825497,0.2911887085,-0.2214539136,-0.15267193
-0.2800100587,-0.1484464878,0.1370746344,-0.5620365781,0.61059964
0.4421534299,-0.08826967602,-0.1808072208,-0.4682237184,1.0920283
-0.1914327944,0.05537351126,-0.1590327,-0.4247546282,-0.6622404
0.1939690032,0.08503748278,0.8486960572,0.1204454462,-0.46100676
0.01357248598,0.2753289661,-0.1189535273,0.2334351187,-0.5796012
0.1723098994,-0.1658939328,0.008488646491,0.09275422886,0.23637477
0.2748120178,0.07457353875,0.03414351396,-0.02950603341,-0.06784115
-0.01249415713,-0.0663332115,-0.1075736693,0.2080092312,-0.1125525
-0.2506587408,0.2431816457,-0.1643959052,0.2097882485,-0.7266923
-0.1152500111,0.1989061114,-0.2838410777,-0.2173146116,0.72610885
0.2267022857,0.2703356637,0.4397268889,0.0237685148,-0.75887525
0.4148210486,-0.06809330801,0.1817350901,-0.211961253,-0.21118763
-0.1303110781,0.1566021758,0.2421598975,-0.1206676152,1.5364658
0.07519725171,-0.2202517876,-0.1639204528,0.2224167865,0.82427585
0.1812217422,-0.08253100442,0.06472189165,-0.3899574363,-0.19492324
0.01769739876,0.1403320867,-2.018251275,0.1084693638,-0.666393
0.253886521,-0.007573653346,0.4585409933,-0.3101356113,-0.34027892
0.06998106486,0.08057199301,0.07866161189,0.2986929788,-1.6543801
0.1561671969,-0.1191078785,-0.6627420234,0.05376149728,0.5451903
0.3111494858,0.09745464369,-0.3551564037,0.1952588406,-0.14211085
0.03057191281,0.2412143584,0.1001279346,-0.2640068933,-0.23944812
0.1810038954,-0.02680799382,-0.04094149045,-0.3220636379,0.18591776
-0.4111520294,0.2752120612,0.3540786883,0.1152766602,0.22820747
-0.01368576469,-0.08730819415,-0.007349499289,-0.1563380456,8.453639
-0.01980202627,0.2913889345,0.3716680517,0.2366297837,-0.95727223
0.3165626924,0.2124873547,-0.04305658999,0.3595449676,0.66679585
-0.01908870336,-0.119686272,0.5352250303,0.146522314,-1.9624957
-0.1698471305,-0.2969544037,0.2131335877,0.01717219583,0.69576615
0.06401902603,-0.2787662619,0.5210811843,0.1968742143,-0.34965563
0.2326488478,-0.05154330984,0.2112609704,-0.3007184909,0.3592218
0.1649794332,0.2104746732,0.2291818674,-0.3847755708,-0.20196314
-0.03807596199,0.2400844927,0.01688332246,-0.1945602652,0.3773077
-0.1884642323,0.1767372038,-0.411431383,0.03643358814,-0.089066856
0.02168380048,-0.2917465846,0.09644413443,0.4469152548,0.6086187
0.06934270992,0.2284933782,-0.312726538,-0.01802995643,0.29171646
-0.02228236674,0.2567489071,0.2597722349,-0.1697139014,0.22066659
-0.06507413116,0.3211594531,-0.08677957601,-0.330771234,-0.18742414
-0.1679087806,0.1589934813,-0.09575828914,-0.2281737694,-0.29599163
-0.4092488413,-0.174846954,0.1115791243,-1.054607791,-0.16512105
0.3179932133,0.15084975,0.1176442659,0.4877375496,-0.28509143
-0.175204311,0.01688988885,-0.02746487993,0.2391639577,0.24909258
-0.3452874225,0.2589212982,-0.2609566215,0.8952325048,0.19910541
-0.3677284959,-0.1063776908,-0.3076872611,-0.7741577598,0.28655413
-0.03201113705,0.313280072,0.1076848154,-1.030035565,-0.14020863
0.4641139462,-0.310958678,-0.1089435491,-0.6494469248,0.07866217
-0.4418294937,0.0407423725,0.3076163749,-0.536721691,-0.033146475
-0.1327479529,0.314990116,0.03453889277,1.263674742,0.009811616
-0.5112193093,-0.3213667948,-0.2041565485,-0.04974975003,-0.26779735
-0.1081157121,0.1647515439,0.2257276899,-0.4143958369,0.118532695
-0.4037748402,0.05857235493,0.1868389989,0.4047468469,0.2711714
-0.5283267424,0.04200621968,0.1452521881,0.3875238086,0.19723958
-0.2525896728,-0.2325511312,0.0989414068,-0.4518486625,0.21499151
-0.3611521456,0.06021101549,-0.06096974172,-0.6740736262,-0.047153465
-0.2074419095,-0.09822258959,-0.04864321683,-0.4442305048,0.20697516
0.08723791788,0.0901636936,-0.1204004906,0.3460943451,-0.2382252
0.2576070887,0.1728348806,-0.03168282734,-0.2302302757,-0.87993765
-0.2208505414,-0.3258287102,0.1306308626,0.05347577005,0.10850191
-0.3950776991,0.3281173052,-0.06458683985,0.7337224782,0.27146956
-0.2921355031,0.05140265939,0.04631108364,0.2807245874,0.3279947
-0.04046419407,-0.3076389763,-0.1978869477,0.1941859983,-0.12037527
0.2885443982,0.06330194312,-0.2194055208,-0.9989680622,-0.07220491
0.1484028009,-0.2730425101,-0.1999825052,-0.5868845432,0.0011540916
-0.2794001193,-0.1718171363,-0.2947211104,1.094534408,0.028956141
-0.4595648707,-0.107900628,0.06343565689,0.8070941473,-0.17965768
-0.08079158545,-0.2651909838,-0.198720976,1.269652839,0.24264175
0.01953454034,-0.2021748792,0.05233679534,0.2820158637,0.1514855
0.1352777507,0.2673579418,-0.121470753,0.7381701875,-0.21367301
0.4702203088,0.1460398059,0.0852576501,-0.36089176,0.41078985
0.2896095172,0.2316467034,-0.1135182947,-0.1905947594,0.44591644
-0.3090784237,-0.2858027819,-0.2272631547,0.007685044681,0.13657789
-0.1530426485,-0.07730087996,-0.1597425533,-0.9065907384,0.33821547
0.04743323932,-0.2092985527,0.04958541353,0.1696291181,0.2065259
-0.2668356517,0.01327530267,-0.07475311267,-0.1397149173,0.6946469
-0.002085448695,0.2611030344,-0.0537427883,0.3357766575,-0.1411114
0.17192506,-0.02946841646,-0.1942067773,-0.09220902117,0.8239662
-0.02544031654,0.2125209442,0.1592426905,-1.086772774,0.26581663
0.08415504592,0.04174491086,0.1023117932,-0.1634045461,-0.9064204
-0.2214402034,0.1703930383,-0.3362694375,0.07836202319,-0.44469962
0.1799432069,-0.2198741413,0.1514203693,0.5531168823,-0.043485977
-0.03532295327,-0.0004160746762,-0.2543343351,0.05232217621,0.3915542
0.04030938282,-0.09802955787,-0.140254127,-0.008444303294,0.36060885
0.1964815848,0.239426326,-0.02829173178,0.4219246036,0.78224534
0.08824613193,0.2004403573,-0.426117759,0.512867673,0.26278967
-0.05945493036,-0.01340735361,-0.3182756745,-0.2061363385,0.2686229
0.1480958359,-0.01525654877,-0.0600603405,-0.2253608975,0.22284107
-0.3065046004,-0.1851967915,-0.09976893672,-0.4892509029,-0.22830477
0.1360360854,0.08101550573,0.1660875508,0.001422105774,0.027929176
0.3486757975,-0.2383998343,-0.07649007347,-0.3895331273,-7.6433544
-0.07314781687,0.2243389033,0.08244034603,0.1609425137,0.5033814
-0.2570765601,0.07436421004,0.07841993121,0.5533335129,-0.469498
-0.2984766441,0.1755859785,0.1698102548,0.4489122571,0.53333914
0.2226221768,-0.2351237357,0.01352393995,0.3127283941,-0.7327327
-0.164935069,0.127463039,0.2823255689,-0.4247305965,0.32655543
0.1138706608,0.1311565472,-0.24938301,-0.3448631576,-0.17199053
-0.1867714169,-0.2043794012,0.2524982324,0.4301956983,0.09626211
0.1142863791,0.2308400163,-0.02330856034,0.3595840273,-0.22518155
-0.09636129512,0.04777851545,-0.09045091369,0.4081839905,0.272245
-0.06144410023,-0.1451999836,-0.179412543,0.2433428142,-0.24472395
-0.205667075,-0.06692300718,-0.1474510053,0.302960468,-0.08736245
-0.2123491905,0.3306298277,0.2273822478,0.5932195505,-0.34975362
-0.2009937014,0.2654330928,-0.1583301486,0.1836923064,-0.38418043
-0.05548936837,0.0712700615,0.08868071883,-0.4468515141,0.42716485
0.1501445228,0.005907272574,0.2171210051,0.544751895,-0.19644201
-0.1173906382,0.002397098821,-0.3534483452,-0.2118338742,0.06922539
-0.1510999422,-0.1669714733,0.2351823183,-0.0005032978795,-0.28494322
0.194536241,-0.02903500571,-0.4771855567,0.3496850379,0.3338956
-0.1497977612,-0.2260538785,0.009988221545,-0.3316245655,-0.6455005
-0.369487433,-0.2502782691,0.04654736214,0.4511202065,-0.012534729
-0.2892223494,0.08725324762,-0.2942120126,-0.403075377,0.8196067
-0.2556092881,0.1588336271,0.1173600881,-0.06009655289,0.60005313
0.1775863851,0.1292947914,0.03049136752,0.9055880587,0.34912908
-0.2446883414,-0.2945574583,-1.715108985,-0.4041500533,0.00094638264
-0.1858042092,0.01033154147,0.3632956158,0.05610299568,-0.39900976
0.02743756048,0.2136953661,-0.3827299867,-0.3282308773,-1.1537327
-0.4330623088,0.2931396608,-0.1085729536,-0.4562460326,-0.08608314
0.1133354945,0.04417650465,-0.2825496492,-0.4983425076,-0.017431399
0.07037670943,0.2992496653,0.2997131376,0.3141086327,-0.14988008
0.3343337203,0.02947705149,0.06163546312,-0.08995296816,0.25945598
-0.1767177068,-0.05673100461,-0.2406924735,-0.2534939386,0.06516036
0.1829168705,0.1471932889,-0.05244764444,-0.2366876643,8.773993
-0.164793014,-0.2153690164,0.2937717018,0.1201297233,-0.2756132
-0.08248959363,0.01875087805,0.2921536488,-0.7667126413,0.25457072
-0.07717741814,-0.1753994659,0.1969812313,0.6843863015,-1.4493362
0.2674223268,-0.3187322648,0.13548552,0.06432411461,0.675541
0.09682947582,-0.05728736372,0.4145575901,-0.2185070265,0.049167667
-0.2294158091,0.2870582096,0.05531218442,0.01750677354,0.11213283
-0.08130748315,0.1184934373,-0.07789396702,0.7782376953,-0.33335006
-0.08198291583,-0.1766296647,-0.4069696956,-0.4800110295,0.18452136
-0.2141872651,0.3335437231,0.0306642345,1.084719013,-0.22809508
-0.1695741016,0.0566262367,0.269084673,-0.4119641341,0.19041924
-0.1073348677,0.08313774816,-0.1592534206,-0.2956186544,0.022173643
0.2861967647,-0.2861781753,-0.5864860552,-0.06970144009,0.05406705
0.07393977315,-0.1195342857,-0.07153167198,-0.1067661406,0.1956011
0.01073795317,-0.2111803041,0.2190667624,0.3533548092,0.045707755
-0.1154016773,0.237492136,-0.3556312791,-0.3878862041,0.15911002
-0.2821194279,0.137864673,0.1264353187,-0.1412989879,0.9826641
-0.1494915548,0.1953779488,0.1111700249,-0.1001038701,0.35119024
0.2050736636,-0.09549919712,0.3601727154,0.4829063287,-0.612758
0.478009243,-0.09468108841,-0.03649568975,-0.1425359083,-0.043886743
0.1991367858,-0.2552297123,0.2110550523,-0.6194961872,0.5036477
-0.4273883014,-0.00649366432,0.09982481324,-0.1098560175,-0.4041372
0.4508395965,-0.2380655491,-0.176195756,-0.259842775,-0.37027064
0.1584608769,-0.1017640379,-0.05489705157,0.1283423359,0.59924716
-0.03121557427,0.3389134379,1.699562551,0.3064299066,0.5130795
0.01804066094,0.1530593431,-0.1632436761,0.1682084417,0.38495508
0.391947304,0.2137301734,0.3661805338,0.271684211,0.12923291
0.4459508744,-0.1351713636,0.3370321795,0.3412399337,-0.58391345
0.430490557,-0.1635234028,0.6975710942,0.1552105994,0.3219054
0.3806381317,-0.2391303714,0.1146491997,-0.2498499598,-0.090076834
0.2112716015,-0.1529252043,0.01354829324,0.06068332075,0.41951725
-0.342778896,0.1967687695,0.1738544183,-0.05188666578,-0.42756483
-0.000187054278,-0.1741569469,0.1360313234,0.09044262681,2.0470169
0.2299296727,0.08566142028,-0.03792392249,-0.065487666,0.37965113
0.1977679064,0.04391203385,-0.1687571654,0.4372412628,-0.15509394
0.1854474786,0.1568272952,-0.1693575106,0.03240070126,0.48851106
-0.2267379376,0.2136830822,-0.2484714042,0.08717404661,0.21320999
0.04290764283,0.287065482,0.01983566565,-0.4153531928,0.27039233
0.1365070844,0.1403343359,0.3509125754,-0.09375817478,-0.046764165
0.2451050138,-0.2408067065,0.3179988717,0.1675119902,0.3717824
0.01598216849,-0.1865926987,-0.1918835603,0.1954424381,0.073678575
-0.06225608042,-0.2293773544,0.4238508847,0.03173856986,-0.22361456
-0.3129793199,0.172754707,-0.2665103523,0.0007407319577,-0.5226192
0.2259758461,-0.2027289432,0.1391459675,0.2123505815,0.03256806
-0.142697089,-0.1537645487,-0.2760448597,-0.2259429946,-0.33842358
0.02573029546,-0.1278129401,0.1260813903,-0.01114885232,-0.030538227
0.05587711968,-0.07130750644,-0.2145551259,0.07184097883,-0.010320231
-0.1890938734,0.1778692199,-0.3380935603,-0.7869418602,-0.41516724
0.147000309,0.08267643868,-0.08670126804,0.2822401676,0.61448324
0.05967227531,-0.2630559474,0.160586539,0.2727304184,0.19564389
-0.0003328484144,0.142992164,0.001686298577,0.7176194774,0.378999
0.3204757434,0.3130204002,0.311911645,-0.7007906138,-0.28238338
0.5309660464,-0.312306486,-0.03351915908,-1.15088517,0.1591368
-0.433246186,0.3325467734,-0.3266881056,-0.423634914,-0.19395155
0.2538823675,-0.2867228369,-0.2949729195,-0.2916526719,-0.04164443
-0.05940633093,-0.2230686196,-0.01067553213,1.332003696,0.2747097
0.2824810301,0.210448663,0.4717390374,0.1419042671,-0.074452214
0.1503846373,-0.2682066589,-0.2614669099,-0.2387124195,0.039021578
0.1341013451,-0.07388196876,0.3740868855,-0.01701443349,-0.64602906
0.6080453738,0.2370503984,-0.1077762542,0.2003512241,0.06273635
0.2583663006,0.2114576074,0.1819882463,-0.6984558578,-0.079292186
0.4979655138,-0.3774411097,0.09853173134,-0.2544171519,-0.2955335
0.01956178474,-0.1874186277,-0.03894738592,-0.338544793,0.021792931
-0.2495120718,-0.1179162554,-0.09044452013,0.1132973964,-0.3882458
0.1445885263,0.2835696984,0.2491537412,-0.07535762635,1.5090951
0.340160938,-0.002281887427,0.04652697423,0.1594263466,0.101060964
0.2195849268,-0.2086436413,-0.1162108523,0.8756232311,-0.14758886
0.32192795,0.2065549195,-0.1681006903,0.5983980668,-0.06713396
0.04230626563,0.00349800273,-0.2261962921,0.6643123966,0.09587326
0.01500137719,-0.06217105361,-0.206405606,-0.5360857684,0.0050824853
-0.196923929,0.05715560506,-0.1985838575,-0.2930454233,-0.14357671
0.3990414491,0.1577641418,-0.2312120016,1.020063674,-0.3071384
0.07159678194,-0.1768446123,0.2150137299,0.3491762287,-0.19371955
0.07708482206,0.2071817003,-0.2071579065,1.134926224,-0.26311082
0.001145507216,-0.2606585038,-0.1389880137,0.3035111016,-0.56249756
-0.1673606562,-0.1402597686,-0.2498013054,0.3077371698,0.08610262
-0.3284988485,0.08785577039,0.384619684,0.04376874019,-0.15479976
-0.4695247785,-0.01992931368,-0.02967418246,-0.4442895398,-0.50356984
0.2214222086,-0.007097208488,-0.2410832916,-0.07204799911,0.37822914
0.3614018648,0.1940734305,0.1795711226,-0.5228129887,0.33213046
-0.3847320242,-0.1934238388,-0.1670855029,0.03744152328,-0.15026465
0.130212938,0.2229077753,0.2688475751,-0.2481258378,-0.22132306
0.4187330966,-0.02730183829,0.01341058942,0.8001237346,0.90099245
0.04841936712,-0.04475658029,-0.07034648774,-0.3260244074,-0.6493143
-0.07972123385,0.0262774369,0.02395487764,-0.8645278975,-0.4594733
-0.1853852088,-0.1659438994,0.2080028444,-0.3684686476,0.7622773
0.3635655462,-0.1051450873,-0.1538625895,-0.4391696581,0.533271
0.1222058623,0.09004777454,0.1095868778,0.3941770757,-0.042842165
0.3555264628,0.2668192499,-1.089375513,0.3534724545,-0.06335569
0.1144213659,-0.2585346911,0.03047082598,0.113481704,-0.3745959
0.4040597893,-0.3564781617,-0.1271698003,0.2883735717,-0.9950662
-0.259608745,0.2734185776,-0.02843783693,0.6787182117,0.5838712
0.4051389987,-0.1546834288,-0.208475442,-0.1255296746,0.35091096
0.2307566136,0.03968248742,0.01162007824,-0.526526703,0.20154595
0.3911402349,0.100505161,-0.1513845192,-0.4823482849,0.073938556
0.01431976235,-0.2210980012,0.2871939294,0.2970368865,0.12458835
-0.04173799487,-0.1514279717,-0.2033292579,-0.1408689528,6.391615
0.6582525797,0.001045681018,0.2977856256,0.3163712481,-0.25216624
0.3843828998,0.1602493253,0.08433935832,0.5783340126,0.23921998
0.4634964387,0.1263840112,0.373499374,0.4881789265,-0.6046297
-0.500571895,0.06904089305,-0.04275241151,0.1866707871,0.81839955
-0.02397517155,0.2033274227,0.06359489331,-0.2129296053,-0.15765642
-0.5317301395,-0.198532943,0.1512711117,-0.3100046975,-0.23279329
0.492869957,-0.02953289015,0.117200238,0.2249822523,-0.3969446
0.5432536094,-0.005317642103,0.06970387676,0.4240154401,0.59035194
